# Exportado el: 2025-06-02 08:17:14
carId;carVal;valId;valVal
26354;SISTEMA_OPERATIVO;1693292;SIST. OPER: UBUNTU 20.10 GROOVY GORILLA 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693293;SIST. OPER: UBUNTU 22.04 JAMMY JELLYFISH 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693294;SIST. OPER: UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693295;SIST OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693296;SIST. OPER: WINDOWS 10 HOME SL 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693297;SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693298;SIST. OPER: WINDOWS 10 PRO 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693299;SIST. OPER: WINDOWS 7 PROFESSIONAL 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693300;SIST. OPER: FREEDOS 2.0
26354;SISTEMA_OPERATIVO;1693301;SIST. OPER: NO
26354;SISTEMA_OPERATIVO;1693302;SIST. OPER: UBUNTU LINUX
26354;SISTEMA_OPERATIVO;1925549;SIST OPER: WINDOWS 11 PRO 64 DE BITS HIGH END EN ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS EN ESPAÑOL
26354;SISTEMA_OPERATIVO;1925431;SIST. OPER: WINDOWS 11 PRO DE 64 BITS HIGH END EN ESPAÑOL
26354;SISTEMA_OPERATIVO;1885678;SIST. OPER: UBUNTU 23.10 MANTIC MINOTAUR 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1885679;SIST. OPER: UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1885680;SIST. OPER: UBUNTU 22.10 KINETIC KUDU 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;3325837;SIST. OPER: UBUNTU 24.10 ORACULAR ORIOLE 64 BITS ESPAÑOL
26355;BATERIA;1693303;BATERIA: LI-ION 10 CELDAS
26355;BATERIA;1693304;BATERIA: LI-PO 4 CELDAS
26355;BATERIA;1693305;BATERIA: LI-PO 8 CELDAS
26355;BATERIA;1693306;BATERIA: LI-PO 3 CELDAS
26355;BATERIA;1693307;BATERIA: LI-PO 9 CELDAS
26355;BATERIA;1693308;BATERIA: LI-ION 9 CELDAS
